filename,origin,combined_rank,new_index,new_batch_500
DB0-m3_o12_o23_f0_pcu.sym.2_repeat,original,2226,,
DB5-hypotheticalMOF_5047287_1_0_1_19_11_6_repeat,original,5662,,
DB5-hypotheticalMOF_16005_1_0_0_22_24_7_repeat,original,5432,,
DB0-m3_o6_o11_f0_nbo.sym.167_repeat,original,3782,,
DB1-Zn2O8-irmof8_A-TePM_No12_repeat,original,4991,,
DB0-m3_o11_o25_f0_nbo.sym.55_repeat,original,2094,,
DB0-m9_o17_o25_f0_sra.sym.43_repeat,original,4207,,
DB0-m2_o12_o25_f0_pcu.sym.13_repeat,original,965,,
DB0-m9_o13_o27_f0_sra.sym.26_repeat,original,4180,,
DB1-Zn2O8N2-irmof20_A-irmof8_A_No28_repeat,original,5108,,
DB0-m3_o11_o11_f0_nbo.sym.104_repeat,original,2018,,
DB0-m3_o16_o52_f0_fsc.sym.15_repeat,original,2844,,
DB0-m3_o14_o16_f0_pcu.sym.20_repeat,original,2465,,
DB0-m3_o11_o29_f0_pcu.sym.28_repeat,original,2155,,
DB1-Zn2O8N2-irmof10_A-irmof20_A_No417_repeat,original,5076,,
DB0-m9_o1_o17_f0_sra.sym.64_repeat,original,4236,,
DB0-m29_o90_o1500_f0_pts.sym.31_repeat,original,497,,
DB0-m15_o2_o142_f0_fsc_repeat,original,21,,
DB6-cuf_4687_repeat,original,5873,,
DB0-m2_o11_o26_f0_pcu.sym.22_repeat,original,911,,
DB7-ddmof_1278_repeat,original,5984,,
DB6-pMOF_235_repeat,original,5974,,
DB0-m3_o530_o155_f0_fsc.sym.56_repeat,original,3750,,
DB0-m3_o18_o148_f0_fsc.sym.25_repeat,original,2919,,
DB13-nbo-Syn039532_repeat,original,5333,,
DB0-m3_o52_o159_f0_fsc.sym.28_repeat,original,3742,,
DB0-m2_o3_o22_f0_nbo.sym.11_repeat,original,1573,,
DB0-m3_o3_o101_f0_fsc_repeat,original,3427,,
DB0-m9_o7_o23_f0_sra.sym.22_repeat,original,4341,,
DB0-m2_o14_o27_f0_nbo.sym.1_repeat,original,1063,,
DB0-m2_o23_o24_f0_pcu.sym.33_repeat,original,1360,,
DB0-m2_o1_o26_f0_pcu.sym.39_repeat,original,1258,,
DB0-m3_o11_o28_f0_pcu.sym.33_repeat,original,2127,,
DB0-m9_o7_o20_f0_sra.sym.6_repeat,original,4339,,
DB0-m3_o14_o29_f0_pcu.sym.71_repeat,original,2520,,
DB15-cdl_N29_E72_opt_repeat,original,5339,,
DB0-m2_o15_o24_f0_nbo.sym.98_repeat,original,1095,,
DB5-hypotheticalMOF_5070115_0_0_2_3_11_2_repeat,original,5731,,
DB0-m2_o19_o29_f0_nbo.sym.40_repeat,original,1218,,
DB6-cuf_7450_repeat,original,5932,,
DB5-hypotheticalMOF_23635_0_0_1_13_13_14_repeat,original,5473,,
DB6-cuf_7122_repeat,original,5927,,
DB1-Cu2O8-AZO_A-irmof8_A_No358_repeat,original,4521,,
DB0-m3_o160_o480_f0_fsc.sym.2_repeat,original,2755,,
DB0-m3_o14_o19_f0_pcu.sym.14_repeat,original,2476,,
DB0-m3_o2_o9_f0_pcu.sym.83_repeat,original,3400,,
DB0-m29_o83_o470_f0_pts.sym.5_repeat,original,266,,
DB0-m3_o1510_o23_f0_fsc.sym.66_repeat,original,2555,,
DB0-m29_o90_o470_f0_pts.sym.20_repeat,original,516,,
DB6-cuf_5390_repeat,original,5886,,
DB0-m29_o99_o470_f0_pts.sym.70_repeat,original,797,,
DB1-Zn2O8N2-ADC_A-BDC_A_No229_repeat,original,5001,,
DB1-Cu2O8N2-irmof14_A-irmof8_A_No300_repeat,original,4809,,
DB6-cuf_2535_repeat,original,5852,,
DB0-m29_o92_o510_f0_pts.sym.44_repeat,original,613,,
DB5-hypotheticalMOF_5021651_1_1_0_23_12_7_repeat,original,5587,,
DB5-hypotheticalMOF_4998_0_0_0_1_2_12_repeat,original,5518,,
DB1-Zn2O8-irmof10_A-irmof20_A_No338_repeat,original,4943,,
DB12-XALXUF01_clean_repeat,original,5216,,
DB0-m3_o45_o159_f0_fsc.sym.86_repeat,original,3566,,
DB12-HAPHUD_clean_repeat,original,5155,,
DB1-Cu2O8N2-ADC_A-DABCO_A_No19_repeat,original,4613,,
DB0-m3_o8_o23_f0_pcu.sym.88_repeat,original,3987,,
DB0-m3_o24_o42_f0_fsc.sym.9_repeat,original,3233,,
DB5-hypotheticalMOF_2000075_0_0_1_31_30_2_repeat,original,5458,,
DB1-Zn2O8-ADC_A-BDC_A_No798_repeat,original,4856,,
DB0-m2_o12_o12_f0_pcu.sym.62_repeat,original,949,,
DB0-m2_o12_o18_f0_pcu.sym.68_repeat,original,959,,
DB1-Cu2O8N2-DPAC_A-irmof14_A_No520_repeat,original,4724,,
DB0-m3_o6_o25_f0_pcu.sym.66_repeat,original,3845,,
DB0-m3_o6_o12_f0_pcu.sym.9_repeat,original,3787,,
DB0-m2_o10_o23_f0_pcu.sym.54_repeat,original,840,,
DB15-qtz-x_N123_E173_opt_repeat,original,5380,,
DB0-m3_o1_o29_f0_nbo.sym.80_repeat,original,3042,,
DB0-m3_o146_o22_f0_fsc.sym.93_repeat,original,2391,,
DB12-AQUCUM_clean_repeat,original,5133,,
DB1-Cu2O8N2-irmof10_A-irmof8_A_No374_repeat,original,4800,,
DB7-ddmof_5262_repeat,original,6071,,
DB0-m3_o25_o149_f0_fsc.sym.70_repeat,original,3265,,
DB0-m29_o80_o46_f0_pts.sym.9_repeat,original,111,,
DB0-m3_o2_o7_f0_nbo.sym.29_repeat,original,3392,,
DB12-LEMHAM_clean_repeat,original,5170,,
DB0-m3_o17_o114_f0_fsc.sym.53_repeat,original,2856,,
DB0-m3_o23_o25_f0_nbo.sym.54_repeat,original,3178,,
DB1-Zn2O8-AZO_A-DPAC_A_No810_repeat,original,4901,,
DB1-Cu2O8N2-irmof10_A-pmof1_A_No10_repeat,original,4802,,
DB5-hypotheticalMOF_5069124_0_0_2_20_15_7_repeat,original,5725,,
DB0-m3_o21_o25_f0_pcu.sym.65_repeat,original,3118,,
DB0-m2_o17_o18_f0_pcu.sym.31_repeat,original,1148,,
DB0-m3_o12_o29_f0_pcu.sym.33_repeat,original,2275,,
DB0-m3_o6_o11_f0_pcu.sym.43_repeat,original,3784,,
DB12-BEPVOJ01_clean_repeat,original,5137,,
DB0-m3_o96_o159_f0_fsc.sym.27_repeat,original,4049,,
DB0-m2_o7_o7_f0_pcu.sym.45_repeat,original,1820,,
DB1-Zn2O8-irmof10_A-irmof8_A_No374_repeat,original,4973,,
DB12-OYEBIE_freeONLY_repeat,original,5191,,
DB0-m3_o21_o23_f0_pcu.sym.127_repeat,original,3110,,
DB0-m3_o8_o17_f0_pcu.sym.145_repeat,original,3969,,
DB6-cuf_2463_repeat,original,5848,,
DB0-m3_o7_o13_f0_pcu.sym.11_repeat,original,3877,,
DB0-m3_o6_o12_f0_pcu.sym.112_repeat,original,3786,,
DB1-Zn2O8-irmof20_A-mofHTB_No13_repeat,original,4982,,
DB0-m3_o6_o25_f0_nbo.sym.121_repeat,original,3837,,
DB0-m3_o11_o29_f0_pcu.sym.11_repeat,original,2140,,
DB0-m2_o11_o29_f0_pcu.sym.23_repeat,original,926,,
DB0-m3_o12_o28_f0_pcu.sym.61_repeat,original,2255,,
DB0-m29_o90_o90_f0_pts.sym.6_repeat,original,556,,
DB0-m3_o12_o13_f0_pcu.sym.19_repeat,original,2199,,
DB0-m29_o82_o86_f0_pts.sym.50_repeat,original,232,,
DB0-m2_o6_o10_f0_pcu.sym.125_repeat,original,1674,,
DB1-Cu2O8-AZO_A-irmof7_A_No45_repeat,original,4518,,
DB0-m29_o88_o147_f0_pts.sym.27_repeat,original,375,,
DB0-m29_o96_o1470_f0_pts.sym.59_repeat,original,663,,
DB0-m29_o91_o84_f0_pts.sym.53_repeat,original,598,,
DB0-m3_o12_o13_f0_pcu.sym.104_repeat,original,2196,,
DB1-Cu2O8N2-AZO_A-irmof6_A_No285_repeat,original,4674,,
DB1-Cu2O8-AZO_A-irmof8_A_No407_repeat,original,4527,,
DB0-m2_o4_o6_f0_nbo.sym.42_repeat,original,1643,,
DB0-m2_o6_o14_f0_nbo.sym.60_repeat,original,1691,,
DB0-m3_o17_o27_f0_nbo.sym.124_repeat,original,2895,,
DB0-m3_o11_o29_f0_pcu.sym.20_repeat,original,2150,,
DB0-m3_o11_o29_f0_pcu.sym.38_repeat,original,2160,,
DB0-m2_o9_o17_f0_nbo.sym.40_repeat,original,1905,,
DB5-hypotheticalMOF_8812_0_0_0_13_9_5_repeat,original,5796,,
DB1-Zn2O8-ADC_A-fum_A_No295_repeat,original,4867,,
DB0-m9_o22_o24_f0_sra.sym.81_repeat,original,4261,,
DB5-hypotheticalMOF_26982_1_0_1_22_24_6_repeat,original,5486,,
DB6-cuf_8520_repeat,original,5948,,
DB5-hypotheticalMOF_5060900_1_1_2_18_9_9_repeat,original,5692,,
DB1-Cu2O8-irmof10_A-irmof8_A_No195_repeat,original,4566,,
DB1-Zn2O8-irmof10_A-irmof6_A_No316_repeat,original,4950,,
DB0-m2_o12_o18_f0_pcu.sym.13_repeat,original,958,,
DB0-m3_o112_o21_f0_fsc.sym.14_repeat,original,1984,,
DB1-Cu2O8N2-DPAC_A-fum_A_No316_repeat,original,4706,,
DB0-m29_o88_o109_f0_pts.sym.88_repeat,original,358,,
DB0-m3_o11_o13_f0_pcu.sym.112_repeat,original,2021,,
DB1-AlO6-mof200_No1_repeat,original,4377,,
DB1-Cu2N8-ADC_B-irmof20_B_No768_repeat,original,4404,,
DB0-m2_o27_o28_f0_pcu.sym.57_repeat,original,1438,,
DB5-hypotheticalMOF_36547_1_0_2_16_25_5_repeat,original,5511,,
DB0-m3_o1520_o155_f0_fsc.sym.52_repeat,original,2564,,
DB0-m29_o90_o90_f0_pts.sym.72_repeat,original,557,,
DB0-m3_o11_o29_f0_pcu.sym.5_repeat,original,2175,,
DB0-m3_o24_o28_f0_pcu.sym.62_repeat,original,3226,,
DB0-m29_o91_o1470_f0_pts.sym.6_repeat,original,572,,
DB0-m29_o82_o1500_f0_pts.sym.118_repeat,original,203,,
DB0-m29_o96_o490_f0_pts.sym.98_repeat,original,700,,
DB1-Zn2O8-ADC_A-irmof6_A_No821_repeat,original,4873,,
DB1-Zn2O8-irmof8_A-mof200_No12_repeat,original,4994,,
DB0-m3_o11_o29_f0_pcu.sym.42_repeat,original,2164,,
DB0-m3_o11_o29_f0_pcu.sym.88_repeat,original,2187,,
DB0-m29_o92_o550_f0_pts.sym.23_repeat,original,616,,
DB0-m3_o42_o4_f0_fsc.sym.1_repeat,original,3503,,
DB6-cuf_10315_repeat,original,5812,,
DB0-m29_o89_o530_f0_pts.sym.38_repeat,original,466,,
DB5-hypotheticalMOF_16327_1_1_0_22_13_0_repeat,original,5434,,
DB0-m3_o12_o16_f0_pcu.sym.80_repeat,original,2205,,
DB0-m3_o8_o24_f0_pcu.sym.56_repeat,original,3990,,
DB0-m29_o89_o1470_f0_pts.sym.3_repeat,original,430,,
DB0-m3_o19_o21_f0_pcu.sym.22_repeat,original,2961,,
DB0-m2_o7_o28_f0_nbo.sym.32_repeat,original,1811,,
DB5-hypotheticalMOF_5068377_1_0_2_20_11_4_repeat,original,5721,,
DB0-m3_o23_o26_f0_pcu.sym.50_repeat,original,3184,,
DB1-Cu2O8-irmof6_A-mof180_No12_repeat,original,4590,,
DB0-m29_o99_o109_f0_pts.sym.88_repeat,original,754,,
DB0-m3_o12_o29_f0_pcu.sym.34_repeat,original,2276,,
DB1-Cu2O8-irmof10_A-irmof6_A_No351_repeat,original,4552,,
DB0-m2_o3_o29_f0_pcu_repeat,original,1592,,
DB1-Zn2O8N2-irmof20_A-irmof6_A_No303_repeat,original,5105,,
DB0-m2_o24_o28_f0_nbo.sym.33_repeat,original,1401,,
DB0-m2_o13_o20_f0_pcu.sym.91_repeat,original,996,,
DB0-m2_o6_o24_f0_pcu.sym.1_repeat,original,1732,,
DB1-Cu2O8N2-ADC_A-BDC_A_No856_repeat,original,4612,,
DB0-m3_o11_o28_f0_pcu.sym.127_repeat,original,2120,,
DB0-m3_o1_o20_f0_pcu.sym.39_repeat,original,3005,,
DB1-Zn2O8-irmof8_A-PEDOT_A_No11_repeat,original,4990,,
DB0-m2_o17_o24_f0_pcu.sym.95_repeat,original,1168,,
DB0-m3_o1490_o23_f0_fsc.sym.11_repeat,original,2450,,
DB0-m2_o6_o10_f0_pcu.sym.40_repeat,original,1677,,
DB5-hypotheticalMOF_5076054_0_0_2_27_7_8_repeat,original,5754,,
DB15-pcu_N123_E104_opt_repeat,original,5359,,
DB0-m2_o3_o22_f0_nbo.sym.35_repeat,original,1574,,
DB1-Zn2O8-irmof10_A-irmof8_A_No330_repeat,original,4967,,
DB15-kag_N37_E180_opt_repeat,original,5353,,
DB5-hypotheticalMOF_5061025_1_1_2_18_17_8_repeat,original,5694,,
DB0-m3_o3_o24_f0_pcu.sym.27_repeat,original,3467,,
DB1-Al2O6-ADC_B-irmof20_B_No347_repeat,original,4368,,
DB0-m3_o1500_o13_f0_fsc.sym.4_repeat,original,2527,,
DB1-Cu2O8-irmof8_A-NiC4_No13_repeat,original,4595,,
DB1-Zn2O8-AZO_A-irmof8_A_No357_repeat,original,4929,,
DB0-m29_o91_o430_f0_pts.sym.49_repeat,original,580,,
DB0-m2_o9_o17_f0_pcu.sym.5_repeat,original,1907,,
DB0-m3_o11_o20_f0_pcu.sym.18_repeat,original,2060,,
DB1-Cu2O8-ADC_A-BDC_A_No1121_repeat,original,4449,,
DB5-hypotheticalMOF_21996_1_0_1_11_24_9_repeat,original,5467,,
DB0-m2_o22_o23_f0_pcu.sym.37_repeat,original,1324,,
DB0-m29_o99_o148_f0_pts.sym.101_repeat,original,768,,
DB0-m29_o96_o100_f0_pts.sym.81_repeat,original,651,,
DB7-ddmof_20175_repeat,original,6009,,
DB1-Cu2O8N2-irmof10_A-irmof8_A_No331_repeat,original,4795,,
DB0-m2_o24_nou_repeat,original,1380,,
DB0-m3_o15_o22_f0_nbo.sym.55_repeat,original,2699,,
DB0-m3_o11_o23_f0_pcu.sym.146_repeat,original,2073,,
DB13-lvt-Syn036287_repeat,original,5298,,
DB12-VEDFAN_freeONLY_repeat,original,5207,,
DB0-m3_o12_o23_f0_pcu.sym.131_repeat,original,2223,,
DB0-m3_o7_o27_f0_pcu.sym.65_repeat,original,3926,,
DB0-m2_o22_o25_f0_pcu.sym.16_repeat,original,1336,,
DB0-m3_o146_o156_f0_fsc.sym.113_repeat,original,2371,,
DB0-m2_o11_o29_f0_pcu.sym.5_repeat,original,936,,
DB0-m2_o21_nom_repeat,original,1306,,
DB1-Cu2N8-ADC_B-DPAC_B_No335_repeat,original,4392,,
DB13-cds-Syn027724_repeat,original,5255,,
DB5-hypotheticalMOF_18051_1_0_1_21_2_12_repeat,original,5449,,
DB0-m3_o1490_o22_f0_fsc.sym.20_repeat,original,2446,,
DB0-m9_o7_o13_f0_sra.sym.76_repeat,original,4334,,
DB0-m2_o7_o58_f0_pcu_repeat,original,1819,,
DB12-HUTTIA_freeONLY_repeat,original,5160,,
DB0-m2_o17_o23_f0_pcu.sym.113_repeat,original,1165,,
DB0-m3_o96_o25_f0_fsc.sym.13_repeat,original,4068,,
DB0-m3_o11_o15_f0_pcu.sym.4_repeat,original,2040,,
DB0-m3_o11_o28_f0_pcu.sym.94_repeat,original,2133,,
DB0-m29_o92_o550_f0_pts.sym.9_repeat,original,619,,
DB0-m3_o18_o150_f0_fsc.sym.61_repeat,original,2922,,
DB1-Zn2O8-AZO_A-DPAC_A_No395_repeat,original,4894,,
DB1-Cu2O8-AZO_A-irmof8_A_No368_repeat,original,4524,,
DB0-m29_o99_o172_f0_pts.sym.156_repeat,original,783,,
DB5-hypotheticalMOF_5066208_3_2_2_15_15_8_repeat,original,5716,,
DB0-m29_o90_o109_f0_pts.sym.25_repeat,original,483,,
DB0-m2_o20_o27_f0_nbo.sym.44_repeat,original,1300,,
DB0-m3_o4_o19_f0_nbo.sym.17_repeat,original,3640,,
DB0-m3_o6_o18_f0_pcu.sym.108_repeat,original,3813,,
DB0-m3_o8_o22_f0_pcu.sym.111_repeat,original,3981,,
DB0-m3_o25_o530_f0_fsc.sym.32_repeat,original,3298,,
DB1-Zn2O8-irmof8_A-pmof1_A_No12_repeat,original,4999,,
DB1-Cu2O8-AZO_A-irmof6_A_No324_repeat,original,4511,,
DB1-Cu2O8N2-AZO_A-irmof8_A_No328_repeat,original,4683,,
DB0-m29_o80_o44_f0_pts.sym.17_repeat,original,106,,
DB12-cm503311x_alf450K_freeONLY_repeat,original,5228,,
DB0-m2_o6_o26_f0_pcu.sym.21_repeat,original,1742,,
DB1-Cu2O8N2-AZO_A-irmof8_A_No326_repeat,original,4682,,
DB0-m2_o18_o24_f0_pcu.sym.18_repeat,original,1193,,
DB1-Cu2O8-AZO_A-irmof20_A_No262_repeat,original,4510,,
DB0-m29_o90_o51_f0_pts.sym.3_repeat,original,536,,
DB1-Zn2O8N2-irmof14_A-irmof8_A_No255_repeat,original,5097,,
DB0-m3_o88_o22_f0_fsc.sym.33_repeat,original,3950,,
DB0-m3_o12_o16_f0_pcu.sym.98_repeat,original,2207,,
DB0-m2_o16_o25_f0_pcu.sym.8_repeat,original,1138,,
DB0-m3_o160_o51_f0_fsc.sym.68_repeat,original,2766,,
DB0-m3_o45_o14_f0_fsc.sym.20_repeat,original,3564,,
DB5-hypotheticalMOF_5040766_3_3_1_15_18_10_repeat,original,5637,,
DB0-m3_o12_o28_f0_pcu.sym.106_repeat,original,2250,,
DB0-m3_o8_o19_f0_pcu.sym.5_repeat,original,3974,,
DB0-m3_o12_o29_f0_pcu.sym.24_repeat,original,2270,,
DB0-m2_o2_o27_f0_nbo.sym.108_repeat,original,1505,,
DB0-m2_o11_o26_f0_pcu.sym.68_repeat,original,913,,
DB0-m29_o81_o143_f0_pts.sym.30_repeat,original,133,,
DB5-hypotheticalMOF_2814_2_1_0_25_21_3_repeat,original,5491,,
DB1-Cu2N8-BDC_B-DPAC_B_No577_repeat,original,4420,,
DB0-m2_o23_o25_f0_pcu.sym.98_repeat,original,1366,,
DB6-cuf_1636_repeat,original,5839,,
DB1-Cu2N8-ADC_B-irmof20_B_No388_repeat,original,4403,,
DB5-hypotheticalMOF_1917_0_0_0_21_2_4_repeat,original,5456,,
DB0-m3_o52_o158_f0_fsc.sym.25_repeat,original,3738,,
DB12-QONLAI_freeONLY_repeat,original,5197,,
DB0-m3_o1_o7_f0_pcu.sym.12_repeat,original,3059,,
DB13-lvt-Syn035976_repeat,original,5297,,
DB0-m2_o21_o27_f0_pcu.sym.141_repeat,original,1312,,
DB1-Cu2O8N2-DPAC_A-irmof6_A_No486_repeat,original,4749,,
DB0-m3_o18_o450_f0_fsc.sym.42_repeat,original,2952,,
DB1-Cu2O8N2-DPAC_A-fum_A_No180_repeat,original,4698,,
DB0-m3_o12_o26_f0_pcu.sym.51_repeat,original,2243,,
DB0-m3_o32_o32_pto.sym.35_repeat,original,3406,,
DB0-m3_o27_o38_f0_fsc_repeat,original,3314,,
DB1-Cu2O8N2-DPAC_A-irmof7_A_No729_repeat,original,4761,,
DB15-pcu_N144_E86_opt_repeat,original,5371,,
DB1-Cu2O8N2-DPAC_A-irmof7_A_No719_repeat,original,4760,,
DB0-m29_o96_o102_f0_pts.sym.31_repeat,original,652,,
DB1-Cu2O8N2-AZO_A-irmof20_A_No315_repeat,original,4671,,
DB1-Cu2O8N2-AZO_A-DPAC_A_No725_repeat,original,4659,,
DB0-m3_o2_o5_f0_nbo.sym.65_repeat,original,3388,,
DB0-m29_o88_o420_f0_pts.sym.71_repeat,original,387,,
DB0-m3_o1500_o6_f0_fsc.sym.4_repeat,original,2536,,
DB0-m3_o540_o156_f0_fsc.sym.77_repeat,original,3763,,
DB0-m2_o17_o25_f0_pcu.sym.6_repeat,original,1174,,
DB0-m2_o7_o24_f0_nbo.sym.135_repeat,original,1798,,
DB0-m2_o24_o25_f0_pcu.sym.131_repeat,original,1391,,
DB0-m2_o1_o25_f0_pcu.sym.110_repeat,original,1257,,
DB5-hypotheticalMOF_36781_0_0_2_16_11_2_repeat,original,5513,,
DB0-m2_o6_o24_f0_nbo.sym.57_repeat,original,1731,,
DB1-Cu2O8N2-ADC_A-BDC_A_No850_repeat,original,4611,,
DB7-ddmof_4805_repeat,original,6064,,
DB0-m3_o7_o20_f0_pcu.sym.56_repeat,original,3903,,
DB5-hypotheticalMOF_21387_0_0_1_11_9_5_repeat,original,5465,,
DB0-m2_o11_o29_f0_pcu.sym.36_repeat,original,931,,
DB0-m2_o14_o27_f0_nbo.sym.109_repeat,original,1062,,
DB0-m29_o81_o1510_f0_pts.sym.19_repeat,original,155,,
DB13-cds-Syn027325_repeat,original,5253,,
DB0-m9_o17_o23_f0_sra.sym.33_repeat,original,4199,,
DB0-m2_o23_o26_f0_pcu.sym.33_repeat,original,1368,,
DB0-m2_o15_o28_f0_nbo.sym.6_repeat,original,1106,,
DB0-m3_o2_o13_f0_pcu.sym.24_repeat,original,3327,,
DB0-m3_o12_o28_f0_pcu_repeat,original,2259,,
DB1-MIL47V-ADC_B-irmof20_B_No193_repeat,original,4830,,
DB0-m3_o2_o18_f0_pcu.sym.42_repeat,original,3347,,
DB0-m2_o23_uni_repeat,original,1379,,
DB0-m3_o17_o25_f0_pcu.sym.33_repeat,original,2891,,
DB0-m3_o3_o25_f0_pcu.sym.94_repeat,original,3470,,
DB1-Cu2O8-fum_A-irmof20_A_No163_repeat,original,4531,,
DB0-m3_o11_o23_f0_pcu.sym.63_repeat,original,2088,,
DB0-m3_o540_o4_f0_fsc.sym.16_repeat,original,3769,,
DB0-m2_o22_o25_f0_nbo.sym.17_repeat,original,1332,,
DB0-m3_o16_o18_f0_pcu.sym.42_repeat,original,2796,,
DB0-m3_o2_o7_f0_pcu.sym.55_repeat,original,3393,,
DB15-cds_N128_E165_opt_repeat,original,5343,,
DB0-m2_o13_o21_f0_pcu.sym.54_repeat,original,999,,
DB0-m2_o18_o22_f0_pcu.sym.33_repeat,original,1190,,
DB0-m3_o1470_o158_f0_fsc.sym.31_repeat,original,2399,,
DB12-LUCDAO_clean_repeat,original,5175,,
DB1-Al2O6-ADC_B-irmof20_B_No214_repeat,original,4367,,
DB0-m2_o11_o29_f0_pcu.sym.2_repeat,original,929,,
DB6-pMOF_31_repeat,original,5976,,
DB1-Zn2O8-AZO_A-irmof20_A_No396_repeat,original,4909,,
DB1-Cu2O8-irmof10_A-irmof6_A_No306_repeat,original,4543,,
DB0-m2_o8_o22_f0_pcu.sym.140_repeat,original,1860,,
DB0-m2_o16_o18_f0_pcu.sym.9_repeat,original,1124,,
DB0-m3_o7_o26_f0_pcu.sym.44_repeat,original,3923,,
DB0-m29_o80_o147_f0_pts.sym.24_repeat,original,87,,
DB0-m2_o8_o23_f0_pcu.sym.80_repeat,original,1867,,
DB0-m2_o2_o7_f0_nbo.sym.5_repeat,original,1525,,
DB7-ddmof_5250_repeat,original,6070,,
DB0-m3_o17_o1510_f0_fsc.sym.8_repeat,original,2868,,
DB6-cuf_6650_repeat,original,5917,,
DB1-Zn2O8-irmof10_A-irmof7_A_No533_repeat,original,4964,,
DB0-m3_o25_o153_f0_fsc.sym.69_repeat,original,3277,,
DB1-Zn2O8-AZO_A-BDC_A_No490_repeat,original,4885,,
DB0-m3_o17_o25_f0_nbo.sym.31_repeat,original,2890,,
DB1-Zn2O8-AZO_A-irmof6_A_No360_repeat,original,4915,,
DB0-m3_o160_o52_f0_fsc.sym.36_repeat,original,2767,,
DB0-m3_o11_o29_f0_pcu.sym.91_repeat,original,2191,,
DB0-m3_o4_o19_f0_nbo.sym.8_repeat,original,3642,,
DB1-Cu2O8N2-ADC_A-fum_A_No19_repeat,original,4617,,
DB13-nbo-Syn020607_repeat,original,5306,,
DB0-m3_o26_o29_f0_pcu.sym.32_repeat,original,3307,,
DB0-m29_o96_o150_f0_pts.sym.131_repeat,original,675,,
DB0-m3_o1530_o159_f0_fsc.sym.61_repeat,original,2604,,
DB6-cuf_6405_repeat,original,5905,,
DB0-m3_o11_o23_f0_nbo.sym.109_repeat,original,2066,,
DB0-m3_o152_o13_f0_fsc.sym.63_repeat,original,2579,,
DB0-m3_o156_o151_f0_fsc.sym.22_repeat,original,2666,,
DB0-m29_o99_o1500_f0_pts.sym.115_repeat,original,770,,
DB0-m3_o160_o82_f0_fsc.sym.8_repeat,original,2774,,
DB0-m2_o23_o23_f0_nbo.sym.108_repeat,original,1356,,
DB0-m3_o160_o96_f0_fsc.sym.25_repeat,original,2780,,
DB7-ddmof_21533_repeat,original,6020,,
DB1-Cu2N8-ADC_B-DPAC_B_No1223_repeat,original,4384,,
DB0-m3_o160_o530_f0_fsc.sym.54_repeat,original,2769,,
DB0-m3_o12_o27_f0_pcu.sym.11_repeat,original,2245,,
DB1-Cu2O8N2-ADC_A-irmof14_A_No568_repeat,original,4623,,
DB0-m3_o12_o29_f0_pcu.sym.14_repeat,original,2265,,
DB1-Zn2O8-AZO_A-irmof7_A_No480_repeat,original,4921,,
DB1-Zn2O8-ADC_A-irmof7_A_No1250_repeat,original,4875,,
DB0-m3_o3_o18_f0_pcu.sym.91_repeat,original,3454,,
DB0-m2_o6_o14_f0_nbo.sym.12_repeat,original,1690,,
DB5-hypotheticalMOF_14815_0_0_0_16_10_5_repeat,original,5424,,
DB0-m29_o84_o420_f0_pts.sym.55_repeat,original,307,,
DB0-m2_o6_o14_f0_pcu.sym.103_repeat,original,1692,,
DB0-m9_o17_o23_f0_sra.sym.5_repeat,original,4200,,
DB1-Cu2O8-AZO_A-BDC_A_No291_repeat,original,4492,,
DB0-m2_o2_o29_f0_pcu.sym.27_repeat,original,1513,,
DB0-m3_o90_o23_f0_fsc.sym.1_repeat,original,4026,,
DB0-m3_o3_o24_f0_pcu.sym.1_repeat,original,3465,,
DB5-hypotheticalMOF_2628_0_0_0_25_7_13_repeat,original,5480,,
DB6-cuf_3622_repeat,original,5867,,
DB0-m2_o21_o22_f0_pcu.sym.90_repeat,original,1307,,
DB0-m2_o11_o22_f0_pcu.sym.48_repeat,original,884,,
DB0-m3_o6_o29_f0_nbo_repeat,original,3853,,
DB0-m3_o14_o23_f0_pcu.sym.122_repeat,original,2494,,
DB0-m3_o12_o29_f0_pcu.sym.68_repeat,original,2288,,
DB1-Cu2O8N2-DPAC_A-fum_A_No303_repeat,original,4704,,
DB1-Zn2O8-BTC_B-DPAC_A_No25_repeat,original,4938,,
DB0-m2_o14_o20_f0_pcu.sym.34_repeat,original,1038,,
DB0-m29_o99_o115_f0_pts.sym.59_repeat,original,758,,
DB0-m9_o18_o23_f0_sra.sym.27_repeat,original,4215,,
DB1-Cu2O8N2-fum_A-irmof10_A_No4_repeat,original,4779,,
DB0-m2_o6_o10_f0_pcu.sym.128_repeat,original,1675,,
DB0-m3_o25_o151_f0_fsc.sym.8_repeat,original,3273,,
DB0-m29_o96_o420_f0_pts.sym.5_repeat,original,684,,
DB0-m3_o6_o11_f0_pcu.sym.4_repeat,original,3785,,
DB0-m2_o24_o28_f0_nbo.sym.67_repeat,original,1403,,
DB1-Cu2O8N2-AZO_A-DPAC_A_No748_repeat,original,4660,,
DB0-m3_o25_o115_f0_fsc.sym.42_repeat,original,3260,,
DB0-m3_o7_o10_f0_pcu.sym.127_repeat,original,3866,,
DB0-m9_o11_o12_f0_sra.sym.26_repeat,original,4148,,
DB0-m29_o81_o51_f0_pts.sym.56_repeat,original,174,,
DB1-Cu2O8N2-DPAC_A-irmof7_A_No636_repeat,original,4756,,
DB0-m3_o11_o15_f0_nbo.sym.99_repeat,original,2039,,
